TAZ,aer,amf,con,edu,gov,hss,mfg,osv,pbs,rcs,twu,wt
2291,14,68,196,234,71,305,425,53,149,147,31,10
2292,509,1402,470,1015,968,763,103,236,1188,2384,229,94
2293,19,449,236,595,123,520,18,74,248,486,162,56
2294,7,86,131,277,204,445,279,84,318,976,104,12
2295,44,99,166,89,151,124,682,76,200,237,1479,78
2296,298,1348,1972,2066,1374,6685,1562,1114,5539,7902,2248,1440
2297,456,577,1076,2197,1600,6790,1076,1375,6037,6665,411,1910
2298,36,705,362,772,226,1798,691,221,685,2276,328,238
2299,7,99,685,306,161,886,287,338,352,534,379,65
2300,8,82,96,284,95,339,35,44,59,207,99,41
2301,19,1869,196,631,240,830,188,161,721,673,270,124
2302,230,42,555,880,275,1848,1426,213,558,1609,395,187
2303,300,71,245,765,390,1101,3181,274,1196,2976,392,179
2304,86,246,444,879,509,1174,479,168,440,1186,921,105
2305,289,206,706,2319,679,5083,1148,674,3054,5325,624,795
2306,8,742,1,131,238,117,40,31,43,260,43,4
2307,0,320,155,473,399,167,180,31,148,314,54,9
2308,20,48,289,514,221,473,2508,95,534,862,170,57
2309,541,133,601,3056,928,1135,844,578,1607,5464,299,323
2310,30,123,127,372,280,545,209,89,292,686,89,34
2311,441,4901,1467,1952,1688,1526,187,594,2623,7836,675,1207
2312,4,142,62,249,210,363,354,58,181,591,158,104
2313,131,146,489,3007,1086,2594,2393,278,2056,3419,692,527
2314,7,201,115,1227,426,520,1990,96,334,871,84,154
2315,180,121,369,2316,769,2042,2755,261,1688,3166,415,527
2316,66,169,772,915,365,1270,2567,209,1045,1719,465,515
2317,48,55,267,1083,316,697,1409,129,706,1073,73,175
2318,11,49,78,201,464,622,254,57,285,448,204,60
2319,42,231,219,516,239,461,83,127,345,1050,100,427
2320,0,603,7,118,124,94,0,25,109,125,20,86
2321,16,24,44,144,143,237,101,39,168,260,60,166
2322,0,97,0,86,100,99,0,21,41,50,15,31
2323,1,180,34,84,139,264,48,19,92,223,94,73
2324,19,42,111,639,241,728,331,101,373,763,55,246
2325,672,82,113,491,368,806,853,75,529,745,65,196
2326,125,100,554,725,333,402,251,85,267,420,154,69
2327,72,129,294,788,392,839,1713,154,781,1170,230,261
2328,13,124,4,104,126,90,0,19,93,44,39,115
2329,144,267,1155,4514,1579,3127,1818,302,1585,3569,484,439
2330,11,90,10,122,72,183,25,7,67,113,30,110
2331,0,61,91,102,91,44,2,12,47,83,9,84
2332,3,89,24,135,127,130,65,17,40,140,43,1
2333,6,83,25,308,147,219,2,39,85,118,18,140
2334,24,774,80,262,106,171,63,35,91,120,33,158
2335,13,372,133,733,292,383,436,58,483,557,122,160
2336,8,90,10,224,96,238,59,26,109,158,14,72
2337,0,61,50,142,105,182,229,7,116,102,65,78
2338,42,204,454,2923,244,4606,235,496,1242,3528,621,333
2339,891,447,5546,6052,1833,9442,4227,2273,9095,13442,1271,2533
2340,405,617,1033,1256,578,874,773,607,1741,4270,297,825
2341,160,235,442,1096,752,1544,1954,291,1011,2244,510,330
2342,329,69,1942,3645,1486,4049,380,894,11820,6822,1860,437
2343,15,441,242,362,256,573,494,135,395,650,152,272
2344,5,52,8,83,161,136,9,8,31,114,9,15
2345,20,184,152,318,274,394,256,82,486,1000,58,220
2346,35,78,58,580,961,456,261,16,257,142,18,170
2347,9,81,221,277,137,292,137,44,272,296,197,171
2348,6,31,98,274,190,534,235,62,284,530,50,177
2349,33,43,86,1052,412,637,2513,113,413,720,349,237
2350,9,28,21,129,79,198,23,11,52,156,36,117
2351,0,77,57,89,61,155,25,12,37,78,12,48
2352,1,131,56,122,82,100,24,21,79,92,110,28
2353,3,103,160,361,313,581,315,99,1316,1249,318,731
2354,14,273,138,416,288,679,298,119,516,800,203,312
2355,0,164,2,40,23,3,0,0,10,22,6,47
2356,7,213,220,391,249,506,544,75,287,600,139,196
2357,44,159,313,454,329,909,1383,146,578,1289,266,245
2358,133,362,724,1418,875,2601,268,458,1617,4266,1108,538
2359,35,18,6,79,27,54,0,2,16,30,6,9
2360,33,217,229,433,393,933,548,167,643,1263,148,389
2361,1,70,13,41,20,1,0,8,14,50,2,10
2362,127,117,602,2038,538,2775,3239,612,1638,3618,742,841
2363,13,281,62,199,112,266,24,44,182,364,29,206
2364,863,75,5177,6497,1816,6200,2891,1587,13311,12862,10875,3720
2365,241,260,788,1773,1064,3596,1058,375,2873,4031,611,1025
2366,12,227,841,652,276,925,1288,143,1309,1337,790,202
2367,0,55,18,125,140,45,31,9,65,64,7,99
2368,19,97,40,135,128,197,1,31,111,176,21,93
2369,172,263,299,874,471,549,553,165,491,1097,386,235
2370,28,225,138,212,190,375,68,52,191,684,49,123
2371,17,242,59,227,126,554,186,36,136,356,123,215
2372,5,5,99,160,565,325,141,19,125,209,27,44
2373,15,80,135,693,398,563,20,50,305,1054,39,79
2374,2,124,47,206,100,28,37,19,90,52,58,24
2375,13,30,29,291,129,373,4,59,174,296,35,166
2376,28,186,138,255,115,552,340,59,165,215,55,229
2377,49,83,87,184,105,162,9,15,71,65,28,66
2378,8,87,55,252,192,300,53,55,116,277,57,105
2379,0,41,10,32,30,1,2,9,6,14,0,6
2380,0,31,9,55,22,9,4,12,20,11,10,7
2381,13,239,243,338,147,304,260,76,317,372,202,285
2382,0,10,0,38,23,4,0,2,5,18,1,0
2383,7,176,81,311,114,278,16,21,105,190,92,100
2384,0,30,5,40,13,3,0,0,2,6,0,7
2385,2,114,53,137,145,176,350,19,266,233,39,26
2386,3,64,48,66,40,75,7,6,93,38,17,21
2387,7,77,27,78,119,146,27,15,97,173,6,68
2388,149,339,247,433,283,825,825,83,381,663,186,502
2389,23,114,170,297,191,389,401,116,421,581,255,513
2390,5,149,121,285,222,421,734,58,187,261,71,308
2391,215,517,786,7004,1181,3749,853,610,3186,5700,544,411
2392,89,128,204,1001,961,1293,1173,406,747,1611,497,680
2393,14,332,153,778,321,495,331,82,504,686,104,206
2394,346,600,1244,8429,1257,4653,3712,1080,4660,6868,1263,1006
2395,142,83,405,1785,904,2611,2334,363,1610,3018,513,633
2396,13,253,118,171,87,44,410,33,167,201,148,113
2397,155,280,1033,1537,487,1363,3050,232,737,2012,368,669
2398,18,110,161,573,248,462,655,80,458,725,198,416
2399,3,237,187,517,902,911,1832,122,1004,863,209,149
2400,15,1206,554,1051,534,1766,458,200,908,1546,560,331
2401,31,113,120,485,469,453,183,57,462,693,81,311
2402,122,248,732,2288,1290,4593,1174,722,2148,4857,580,709
2403,28,219,253,357,394,486,1241,71,491,1168,573,579
2404,98,250,633,1007,1288,1635,2621,337,1795,1877,534,815
2405,26,186,89,227,189,71,173,125,173,334,253,263
2406,1687,271,5021,5011,2230,8483,2646,1449,7903,15528,3757,1279
2407,856,392,2299,7229,2146,5300,11112,790,8012,7839,1181,968
2408,32,97,223,394,291,455,625,68,291,507,31,57
2409,236,647,362,1698,1664,2840,1111,245,1574,2722,214,289
2410,1481,10716,1474,3985,4354,7654,3482,848,4354,6665,1016,914
2411,177,766,548,3055,1971,2410,628,221,1446,2083,837,256
2412,23,190,149,2089,920,673,614,92,456,958,1928,428
2413,26,43,531,1928,1060,1382,1917,551,2224,3492,1075,87
2414,3,58,258,891,301,180,223,42,511,643,96,49
2415,37,413,490,1015,513,2382,1369,270,1734,2575,357,689
2416,75,137,556,799,1633,773,568,106,1422,1356,726,242
2417,2,250,91,281,122,282,902,16,138,236,29,104
2418,129,103,537,1811,416,1344,475,389,2742,2594,120,377
2419,5,169,59,605,317,269,933,46,214,731,31,146
2420,12,135,75,231,225,159,341,19,556,319,55,49
2421,3,502,232,593,435,311,427,121,345,751,56,123
2422,41,155,305,568,270,356,341,98,313,871,261,434
2423,3,144,43,507,222,886,244,57,318,498,26,316
2424,0,50,74,190,149,537,124,30,92,225,146,39
2425,35,108,33,310,116,285,53,23,121,221,177,5
2426,0,119,17,286,488,56,1077,47,115,407,170,67
2427,84,11,214,501,473,483,466,122,565,3188,35,644
2428,33,219,775,862,505,448,212,131,1343,1090,54,315
2429,404,196,1496,2139,1607,2423,8155,611,4524,7090,2858,1511
2430,6,77,83,291,249,600,539,58,296,486,165,74
2431,17,89,60,1063,279,328,463,84,315,715,144,98
2432,98,14,335,994,536,466,1611,151,535,987,113,323
2433,76,331,562,1381,659,2478,3061,259,2588,3042,1043,714
2434,0,36,10,125,70,96,0,2,12,17,5,1
2435,1543,295,4083,12374,4798,20452,7043,2928,18563,20289,2067,2889
2436,9,168,57,191,138,187,10,27,41,2481,252,35
2437,90,186,509,1460,407,460,1001,179,626,2111,349,131
2438,1,71,32,197,177,415,50,42,201,313,64,206
2439,12,88,219,747,405,838,814,202,395,727,58,338
2440,109,58,1239,3603,1154,2465,4396,407,3575,4914,512,802
2441,11,431,113,746,841,610,2802,97,758,983,242,192
2442,67,371,817,487,367,672,382,112,667,1369,68,131
2443,33,593,262,1650,751,1855,1665,214,1109,2132,487,382
2444,3,303,28,280,126,241,252,21,98,236,115,103
2445,12,133,178,736,399,625,1284,283,1049,1532,720,260
2446,21,163,63,244,423,691,144,17,269,477,11,217
2447,11,432,79,448,232,298,183,196,183,377,45,164
2448,8,62,169,526,612,334,2808,58,285,886,84,109
2449,27,226,459,1581,1093,4762,3717,492,1286,3175,1338,459
2450,75,422,331,1476,474,1476,2274,457,1509,2137,269,178
2451,78,256,468,1277,669,2057,1564,346,1206,1826,294,540
2452,38,254,121,191,203,265,176,117,267,654,285,34
2453,57,159,312,1009,981,1952,2393,306,1156,1644,297,333
2454,660,37,2344,2788,1126,5959,5795,1810,9532,5769,507,690
2455,22,70,267,288,243,466,362,104,369,1298,32,63
2456,21,65,222,465,611,1007,1082,213,1064,1829,232,111
2457,74,50,89,67,129,313,213,70,142,364,7,21
2458,168,104,1187,2784,2654,3468,3440,1370,9322,9534,4261,1317
2459,229,110,167,490,636,902,750,152,422,1575,89,110
2460,328,189,484,2423,1153,2888,2571,820,2287,4790,235,297
2461,2,74,127,296,149,854,760,108,489,1118,118,85
2462,79,705,510,846,608,1557,1894,340,2323,2005,423,407
2463,231,278,389,490,395,1530,844,354,669,2874,261,343
2464,24,183,134,119,402,506,211,90,273,584,73,28
2465,51,132,293,354,333,527,542,299,398,1013,40,45
2466,56,259,327,1338,434,1015,2058,470,941,1646,238,503
2467,101,124,148,157,231,834,408,227,612,748,64,65
2468,712,55,338,1164,3457,1713,486,261,1040,2466,316,291
2469,71,16,83,190,331,113,9,24,112,400,35,15
2470,64,189,362,177,912,1773,2397,294,1547,2868,1357,692
2471,226,1847,1197,2670,1454,5718,942,858,3566,6495,844,688
2472,144,104,535,1962,793,2314,2182,535,2030,3419,469,512
2473,1150,1273,1992,2969,1212,2730,10622,1057,3110,5281,1555,1736
2474,1,30,116,145,114,231,15,38,129,406,69,13
2475,128,877,670,2439,1042,2453,2475,491,3649,3768,1116,505
2476,442,69,1742,3952,2992,7383,7798,1192,4678,9871,2095,1401
2477,7,37,35,72,255,350,95,38,128,269,9,31
2478,4,509,137,325,160,458,523,108,333,427,228,131
2479,130,45,139,178,617,285,496,37,263,406,33,26
2480,439,585,1819,1102,965,2876,2731,597,2722,9098,946,447
2481,16,186,266,289,345,225,904,214,565,1161,29,85
2482,1,0,69,113,7,28,47,14,61,341,39,51
2483,15,46,90,102,364,436,20,41,157,321,22,44
2484,8,35,221,600,387,600,516,139,398,1940,61,123
2485,35,249,307,1343,393,1019,1008,292,487,1178,198,86
2486,389,244,1473,3903,3528,8982,8478,2214,9981,11130,4515,1844
2487,8,14,38,10,20,2,4,6,16,91,5,3
2488,115,98,724,2043,710,2425,708,306,1307,2777,90,167
2489,3,98,76,255,440,561,433,18,134,969,57,38
2490,62,188,671,1104,661,1869,2055,871,1814,3095,624,380
2491,66,439,470,1542,658,2177,9541,1210,1890,3221,595,527
2492,61,52,561,514,328,782,258,227,616,1757,69,41
2493,250,355,744,3851,2018,3150,5922,1000,3090,5628,457,673
2494,93,159,381,1589,827,1366,298,156,652,2042,973,214
2495,663,886,942,3045,1627,3399,2917,861,1985,4394,478,1276
2496,94,126,1853,629,398,2777,2538,432,1409,2792,530,539
2497,79,177,489,802,994,2696,1110,454,1858,2486,290,429
2498,18,166,201,308,1608,1278,255,193,457,1588,121,377
2499,455,481,545,4952,2466,6109,5355,1268,9073,5910,1074,463
2500,483,289,2358,4138,1473,5858,7642,1221,6434,9526,3314,1729
2501,1,29,16,144,49,34,92,1,45,54,9,1
2502,320,713,1292,1461,1111,1576,2496,628,4703,3359,680,1058
2503,89,302,391,1118,554,1645,3240,408,1630,1955,148,255
2504,55,91,106,101,162,329,578,54,213,288,36,110
2505,147,132,192,3357,440,1861,1766,432,1225,2790,365,134
2506,8,94,91,226,769,432,499,50,723,716,22,33
2507,251,183,1642,1028,606,7652,2244,651,2765,6162,482,702
2508,288,164,1113,4817,1596,4838,3642,1385,5186,8531,745,1373
2509,16,518,339,1398,577,1522,2371,206,858,2310,192,658
2510,47,394,261,524,513,223,1410,128,310,1057,207,399
2511,83,939,510,1706,2033,1116,3353,394,8546,2755,251,282
2512,908,160,3124,1012,2320,5771,9145,2366,11609,14110,1322,2152
2513,516,576,1468,3635,1808,6298,12606,1305,6385,8085,1625,1439
2514,36,225,478,1544,1181,574,1056,160,578,1091,157,109
2515,230,284,554,479,911,555,439,150,884,1986,36,312
2516,249,32,370,6543,850,2546,1454,280,2306,4740,210,377
2517,369,145,6882,2843,1573,5922,13483,1028,7586,8693,1314,545
2518,29,77,1063,858,474,1496,2797,112,630,1763,306,200
2519,112,82,480,4499,811,3711,1755,350,2821,5706,279,252
2520,15,213,187,554,232,767,90,41,571,1245,150,95
2521,0,176,2822,487,197,293,291,7,202,269,163,25
2522,425,76,1743,2880,1546,9371,10687,1169,11624,11812,1593,1816
2523,52,105,337,1734,297,1600,561,204,1159,3084,201,327
2524,8,121,75,884,321,470,479,197,313,494,50,33
2525,172,1871,946,1724,615,1894,892,294,1935,2894,606,606
2526,49,189,338,885,341,1859,588,69,773,1093,137,320
2527,916,485,1359,2137,1225,5679,1375,501,2361,5511,1217,908
2528,889,48,367,399,249,419,102,118,557,846,85,287
2529,63,386,77,79,387,80,25,22,135,479,54,10
2530,18,999,768,839,300,958,547,172,917,1079,352,112
2531,0,117,84,473,121,413,301,50,113,375,27,28
2532,146,2746,749,1912,2377,1750,1729,319,1146,3016,617,571
2533,26,1100,1689,1325,597,1683,1532,317,2266,2011,825,322
2534,16,182,258,883,636,1055,1192,144,381,1040,162,337
2535,9,67,91,133,238,196,9,56,184,553,63,8
2536,8,295,144,530,250,596,748,52,440,820,313,55
2537,3,148,275,211,110,252,25,29,130,305,68,125
2538,40,206,444,820,294,1068,1794,234,485,1352,368,298
2539,6,247,60,236,155,412,4,14,123,311,68,139
2540,79,350,500,1064,314,814,783,115,791,1170,654,230
2541,36,296,169,654,297,818,1047,82,376,900,144,236
2542,41,344,119,1277,395,1446,835,56,642,1356,134,181
2543,29,244,375,539,231,888,666,94,579,1095,165,376
2544,88,213,121,1740,433,1132,1204,219,953,2116,218,54
2545,88,449,950,1433,415,1599,4748,410,2172,3378,2519,897
2546,28,159,116,588,193,607,330,25,237,456,146,19
2547,4,165,35,490,151,339,888,32,152,360,59,54
2548,4,171,99,174,152,230,42,93,200,153,44,49
2549,75,623,922,1322,713,1848,6403,202,1951,2787,805,721
2550,86,293,677,1410,507,1840,5205,236,5089,2856,383,511
2551,391,1189,2855,5351,1397,5783,3350,796,8274,9841,879,878
2552,179,190,968,3501,2731,5377,4261,653,3199,5099,931,713
2553,31,140,255,706,347,1148,1278,168,600,1164,239,57
2554,130,10,749,1384,486,2159,1737,310,2010,2688,1403,346
2555,19,107,213,856,266,1132,2593,65,569,1273,692,106
2556,39,184,530,908,271,1345,2030,146,1006,1428,292,245
2557,1294,613,4113,7990,2060,9067,11433,1755,36660,18967,8830,5859
2558,333,75,1897,2216,1081,4327,1311,957,2686,7004,1036,727
2559,4,18,11,262,114,453,201,8,104,314,13,26
2560,8,284,99,405,165,726,926,94,275,472,54,89
2561,55,181,211,721,204,987,2177,61,601,716,123,46
2562,38,10,150,533,250,734,151,80,339,968,350,71
2563,90,100,106,333,348,663,121,34,122,326,51,40
2564,470,426,661,1784,2263,3535,1391,251,3366,3095,485,561
2565,9,72,72,199,54,82,1,6,71,177,105,11
2566,14,147,75,259,160,505,271,24,174,265,61,140
2567,33,2480,923,600,320,1156,472,223,1591,2333,716,652
2568,65,93,112,411,477,399,464,67,306,797,237,85
2569,0,117,96,903,451,532,1429,92,345,764,100,85
2570,301,93,194,384,414,415,1429,85,387,559,193,210
2571,8,35,54,79,51,141,12,3,112,48,2,47
2572,1,864,232,175,174,250,157,34,320,357,138,143
2573,0,253,132,199,262,131,42,19,152,226,94,137
2574,12,93,156,427,505,1404,333,82,762,942,322,183
2575,2079,59,94,262,87,128,122,37,173,1225,368,12
2576,3,427,404,229,138,140,37,65,144,119,160,47
2577,0,154,95,436,130,798,100,75,281,436,66,63
2578,175,2408,660,1239,555,1975,2812,352,2080,2696,589,376
2579,72,679,1065,1591,665,879,2777,191,1568,2487,646,411
2580,1162,310,544,1980,1804,1893,1260,188,1953,3091,577,636
2581,945,522,1425,1753,1014,2360,1979,337,3358,3331,592,409
2582,1825,174,1392,2558,3439,5512,3794,627,3304,5207,1195,941
2583,52,166,241,1324,337,1486,1059,89,898,2161,306,213
2584,0,183,49,109,52,44,17,18,65,181,21,25
2585,8,72,51,188,63,148,8,7,109,234,289,94
2586,1469,394,226,1106,1174,1534,1170,212,1140,2748,141,228
2587,22,457,1239,1393,339,1177,317,290,882,2659,184,194
2588,2,234,176,198,312,315,271,148,223,747,53,4
2589,610,89,2198,4786,1553,13921,4737,1559,8572,13050,1058,2034
2590,39,60,459,779,244,1342,1533,179,916,1437,254,134
2591,25,37,178,933,327,844,127,133,438,754,157,110
2592,1107,2417,5304,7402,12891,21659,3380,3572,23711,22652,4336,4408
2593,18,1345,462,419,200,1391,196,186,690,1619,485,148
2594,0,120,304,191,48,355,15,35,146,157,101,5
2595,412,169,2183,3039,2956,7431,1239,1215,6702,10855,1654,1150
2596,16,64,273,303,317,375,459,42,546,401,354,29
2597,0,88,103,286,348,136,1,19,101,266,9,0
2598,418,2072,1426,2131,1812,7935,834,1047,6227,8806,915,1573
2599,26,432,213,341,271,620,209,96,169,661,124,52
2600,34,478,220,755,458,844,69,426,425,987,104,112
2601,0,181,22,385,412,454,16,18,50,75,43,17
2602,79,393,597,1018,1028,2891,1130,273,1059,2280,485,373
2603,188,143,586,895,2271,1778,616,216,911,2314,328,129
2604,120,571,434,1205,382,2398,664,199,604,1377,860,318
2605,444,152,1189,4014,2477,6369,1477,655,6218,6910,2098,1368
2606,80,1691,331,1287,627,1832,700,542,1016,2588,384,397
2607,51,122,419,709,320,1204,1562,201,814,2053,299,235
2608,134,451,472,1344,660,2485,700,385,1506,4508,385,178
2609,195,450,661,825,632,574,116,213,1052,2062,192,49
2610,1,1202,199,794,259,750,107,57,485,904,230,73
2611,320,180,2640,1353,426,1971,2358,539,3490,3911,2081,1550
2612,8,129,92,150,168,170,46,9,80,215,45,36
2613,66,113,1082,728,1058,1104,653,219,747,1129,399,128
2614,0,389,62,291,80,449,123,25,99,233,158,80
2615,15,62,29,219,85,335,56,88,148,255,106,62
2616,4,857,336,276,146,274,801,38,313,370,81,44
2617,37,184,520,440,233,735,1022,173,611,1468,112,70
2618,3674,61,2336,1291,1387,2049,278,999,4829,9850,662,566
2619,8,320,248,488,103,727,218,56,239,721,75,119
2620,10,79,341,415,203,914,291,75,361,1075,86,88
2621,23,438,684,1064,242,1516,780,213,806,1724,480,322
2622,1,1039,64,620,857,958,23,82,478,722,203,43
2623,16,32,82,217,416,396,29,55,343,406,40,127
2624,0,190,90,287,238,293,221,60,137,317,86,96
2625,25,201,270,466,191,882,1271,81,507,690,434,330
2626,147,230,1262,1792,639,2179,3966,381,1378,1920,310,342
2627,2,272,54,118,107,221,42,56,92,121,99,125
2628,62,632,311,343,168,347,157,88,364,505,220,227
2629,17,111,149,871,305,349,104,1122,242,562,81,92
2630,10,33,116,1086,471,3402,2203,157,799,1407,471,208
2631,3,124,33,137,83,130,148,11,47,100,13,156
2632,93,62,1242,2880,2067,2756,1044,572,3410,3388,410,270
2633,0,128,153,282,333,81,113,69,228,256,322,39
2634,17,112,79,194,141,215,150,16,169,268,32,64
2635,25,251,76,219,248,281,77,61,173,307,122,275
2636,20,299,78,226,157,278,180,52,214,263,23,53
2637,0,96,90,294,263,360,119,21,184,507,54,95
2638,2,94,23,72,143,194,8,24,87,131,9,135
2639,23,48,60,283,241,394,85,72,266,700,91,307
2640,8,528,167,813,194,163,75,49,649,194,81,251
2641,170,1190,1700,1584,473,1943,1143,307,1875,2396,499,607
2642,3,74,6,120,69,78,38,5,72,67,4,17
2643,251,70,1279,2727,1433,5116,5729,901,4529,6277,1074,1075
2644,28,141,201,318,180,417,463,22,269,360,62,77
2645,91,76,703,1595,628,2787,4032,304,995,2591,157,179
2646,40,34,399,1997,678,934,205,341,2125,2404,272,732
2647,24,460,89,155,124,367,77,38,226,367,107,140
2648,4,63,5,92,155,86,12,14,47,107,98,72
2649,6,87,225,364,250,603,1128,43,207,387,189,67
2650,106,106,93,444,393,491,137,55,324,441,82,217
2651,21,16,63,510,216,406,264,67,173,484,701,81
2652,6,187,47,245,136,277,46,13,96,295,106,148
2653,479,339,1676,2665,1103,4949,7379,1032,4982,7311,1477,1589
2654,3,85,100,184,139,360,72,81,207,309,83,128
2655,122,248,898,1978,754,4180,3577,689,2519,4382,692,1530
2656,0,72,11,196,92,122,0,32,82,113,11,56
2657,5,172,44,167,64,252,44,30,99,142,32,58
2658,0,67,12,62,25,9,8,0,14,5,8,13
2659,202,123,358,803,366,2156,1553,237,717,1635,279,440
2660,40,267,292,487,583,979,869,261,1184,1532,204,562
2661,0,0,0,27,10,0,6,0,7,9,0,2
2662,2,93,124,106,82,292,51,23,87,119,35,181
2663,1,22,4,65,50,95,2,11,46,47,11,72
2664,138,166,861,1609,486,3153,2719,478,1671,3052,519,842
2665,116,165,614,2949,1480,3908,5016,838,3734,5191,1122,2341
2666,213,373,1023,1813,616,2783,3497,605,2573,2569,286,608
2667,27,146,124,778,368,1154,534,154,601,1197,1126,358
2668,65,127,373,1681,804,3491,4527,421,2608,3717,2411,713
2669,1413,114,2948,4685,1719,5155,15486,1619,6893,12074,3303,2714
2670,93,91,190,502,444,589,1240,107,699,910,184,235
2671,9,34,50,308,695,238,38,35,302,342,40,82
2672,5,15,74,225,76,167,252,27,184,234,74,41
2673,69,787,159,687,240,529,421,202,316,873,234,207
2674,1333,676,3932,9742,41034,18177,3162,5301,20920,20693,1715,3512
2675,7,83,70,415,254,333,68,60,247,525,66,286
2676,196,168,864,1700,790,1351,3418,412,2033,2925,1557,744
2677,460,78,1243,4555,777,1468,3185,1040,2943,6830,2595,1172
2678,70,599,83,511,374,327,220,73,577,874,596,82
2679,213,3195,1157,942,1358,1056,239,485,1490,2610,1292,693
2680,33,636,320,833,712,824,332,129,575,1991,1067,243
2681,173,43,956,887,337,573,278,199,1210,1478,244,162
2682,367,129,236,270,328,349,30,90,504,2408,98,83
2683,92,11,90,210,248,256,71,424,222,1076,74,39
2684,372,494,714,2675,1320,1758,1420,310,2113,3715,400,389
2685,4577,159,1243,1641,756,823,781,639,4404,8533,700,361
2686,50,2283,709,880,325,1189,155,208,599,1216,860,346
2687,0,61,8,109,35,1,0,1,16,41,12,0
2688,52,29,109,124,64,112,3,20,13,227,22,25
2689,53,290,319,1597,630,863,699,95,501,1135,190,105
2690,145,68,254,666,1093,1232,471,169,476,842,259,80
2691,16,292,71,306,199,434,651,68,447,479,487,71
2692,0,30,17,426,246,155,276,26,223,466,39,215
2693,934,353,1848,5051,1812,7501,3908,888,8191,13592,1825,1098
2694,1,62,3,331,151,70,764,16,87,187,71,81
2695,92,15,87,750,180,478,92,25,418,599,270,23
2696,6,165,118,482,314,270,1015,78,282,502,33,55
2697,176,35,1347,2826,1220,3417,10926,848,7866,5665,1631,864
2698,58,55,856,1414,1045,4772,2089,414,2524,3807,727,390
2699,26,77,218,685,334,895,283,122,684,1590,179,257
2700,151,678,676,1853,1144,4431,2459,594,5006,3442,212,829
2701,13,97,158,332,177,555,153,44,304,748,71,143
2702,0,183,15,179,255,72,18,2,55,120,42,73
2703,0,81,0,79,39,33,2,7,143,26,8,7
2704,22,125,196,257,186,32,85,26,117,253,20,58
2705,52,205,123,888,585,1129,750,182,786,2581,240,549
2706,526,206,1097,4874,1902,6928,5203,1012,6780,12020,1183,872
2707,25,216,410,886,522,1164,821,237,982,1680,141,192
2708,0,48,2,67,56,2,285,1,10,48,28,33
2709,25,172,561,880,534,1208,1272,194,690,1677,569,115
2710,7,101,456,1407,607,926,1564,404,1084,1731,543,176
2711,743,231,3278,6187,2658,12717,17038,1293,10896,13674,2975,4239
2712,1,67,73,343,528,307,1924,64,674,458,73,85
2713,109,495,964,1227,1141,1877,9105,689,8239,3468,1389,1375
2714,95,166,293,860,303,1917,2524,306,1074,2009,594,173
2715,87,264,854,832,1102,2630,5120,517,2597,4427,317,383
2716,336,131,222,200,323,344,64,67,253,930,81,104
2717,97,125,1550,1308,513,2287,11799,622,2423,3188,826,1731
2718,45,39,281,1780,416,1873,3596,281,1888,2730,2734,680
2719,80,478,1014,1514,394,2277,5995,570,1460,3087,872,686
2720,60,345,2110,777,328,1659,6865,270,1170,3409,691,983
2721,267,112,966,2134,639,3679,9087,750,2627,4515,801,613
2722,0,194,283,548,317,611,153,66,319,674,38,53
2723,204,165,1006,2562,983,5895,6889,999,3018,5565,798,704
2724,16,18,182,209,444,694,412,112,291,876,73,109
2725,6,167,206,313,271,332,70,129,366,536,223,97
2726,20,45,290,1186,533,1694,772,229,738,1584,661,227
2727,24,604,220,273,236,594,361,72,332,470,157,255
2728,413,144,1882,3746,1641,9614,7836,1786,6604,10027,1569,2304
2729,28,26,255,1421,335,3483,573,321,903,2223,1024,171
2730,594,927,4359,5553,1637,12438,11811,3013,15405,17790,3569,4952
2731,408,143,1934,3980,2383,7977,9521,1397,7860,10888,1265,2011
2732,415,455,1075,4816,1691,8445,6666,1761,8974,10127,3296,1779
2733,92,173,395,857,271,1563,3000,352,1214,1708,301,339
2734,121,86,291,671,263,1461,1582,176,926,3432,1249,820
2735,265,318,758,1921,542,1990,5816,353,1456,2688,440,873
2736,28,274,684,565,228,993,3308,314,574,1317,168,341
2737,25,7,896,1925,373,2730,609,339,1150,2794,823,280
2738,95,72,416,1254,409,2372,4275,584,1867,3296,505,448
2739,42,438,322,1318,302,1602,3831,472,1768,1946,214,310
2740,683,493,2040,4161,2462,12107,12954,1762,6178,13876,1074,1672
2741,37,163,300,677,373,1021,920,254,610,1685,78,61
2742,2,46,98,312,163,391,438,48,230,535,27,201
2743,34,527,236,1280,1707,2361,1793,244,1597,1661,369,608
2744,91,2490,1145,1853,876,3840,941,715,2756,6283,818,614
2745,1,137,766,462,298,890,1378,162,285,694,143,48
2746,737,309,2448,4566,1902,16212,11028,2596,16709,18270,2216,2455
2747,2,526,128,537,183,532,1463,126,313,573,172,152
2748,115,131,604,1226,489,2295,5269,560,3520,2730,1583,772
2749,165,260,1345,1474,608,2802,6035,554,1584,3330,931,610
2750,2,10,103,133,133,165,283,54,97,372,39,19
2751,15,0,0,0,1,13,0,24,24,79,0,25
2752,64,395,601,1768,1145,2827,2324,389,1603,2977,472,428
2753,96,431,498,901,706,1220,1923,405,1185,1943,387,139
2754,221,335,1221,2867,1504,5543,5930,961,3089,6195,1252,1116
2755,398,129,2028,4011,1469,7385,4311,1386,6493,11414,1208,1073
2756,71,44,193,768,390,937,839,81,449,963,71,135
2757,74,63,247,1171,307,903,718,169,721,1358,169,172
